,Product,SKU,MPN,RRP,CurrentPrice,URL
0,Cariad Heart White Topaz Ring,13229320,3SCCLR4,£99.00,£59.40,https://www.clogauoutlet.co.uk/cariad-heart-white-topaz-ring/13229320.html
1,Heart Bracelet,13229332,3SCLBR04,£99.00,£59.40,https://www.clogauoutlet.co.uk/heart-bracelet/13229332.html
2,Heart Stud Earrings,13229333,3SCLE04,£79.00,£47.40,https://www.clogauoutlet.co.uk/heart-stud-earrings/13229333.html
3,Heart Pendant,13229334,3SCLP04,£109.00,£65.40,https://www.clogauoutlet.co.uk/heart-pendant/13229334.html
4,Affinity Heart Bracelet,13229335,3SAFBR5,£99.00,£59.40,https://www.clogauoutlet.co.uk/affinity-heart-bracelet/13229335.html
5,Celtic Heart Earrings,13229336,3SAFE1,£89.00,£53.40,https://www.clogauoutlet.co.uk/silver-and-rose-gold-celtic-heart-earrings/13229336.html
6,January Birthstone Affinity Bead Bracelet,13229337,3SAFF0031,£119.00,£71.40,https://www.clogauoutlet.co.uk/january-birthstone-affinity-bead-bracelet/13229337.html
7,February Birthstone Affinity Bead Bracelet,13229338,3SAFF0032,£119.00,£71.40,https://www.clogauoutlet.co.uk/february-birthstone-affinity-bead-bracelet/13229338.html
8,March Birthstone Affinity Bead Bracelet,13229339,3SAFF0033,£119.00,£71.40,https://www.clogauoutlet.co.uk/march-birthstone-affinity-bead-bracelet/13229339.html
9,April Birthstone Affinity Bead Bracelet,13229340,3SAFF0034,£119.00,£71.40,https://www.clogauoutlet.co.uk/april-birthstone-affinity-bead-bracelet/13229340.html
10,May Birthstone Affinity Bead Bracelet,13229341,3SAFF0035,£119.00,£71.40,https://www.clogauoutlet.co.uk/may-birthstone-affinity-bead-bracelet/13229341.html
11,June Birthstone Affinity Bead Bracelet,13229342,3SAFF0036,£119.00,£71.40,https://www.clogauoutlet.co.uk/june-birthstone-affinity-bead-bracelet/13229342.html
12,July Birthstone Affinity Bead Bracelet,13229343,3SAFF0037,£119.00,£71.40,https://www.clogauoutlet.co.uk/july-birthstone-affinity-bead-bracelet/13229343.html
13,August Birthstone Affinity Bead Bracelet,13229344,3SAFF0038,£119.00,£71.40,https://www.clogauoutlet.co.uk/august-birthstone-affinity-bead-bracelet/13229344.html
14,September Birthstone Affinity Bead Bracelet,13229345,3SAFF0039,£119.00,£71.40,https://www.clogauoutlet.co.uk/september-birthstone-affinity-bead-bracelet/13229345.html
15,October Birthstone Affinity Bead Bracelet,13229346,3SAFF0040,£119.00,£71.40,https://www.clogauoutlet.co.uk/october-birthstone-affinity-bead-bracelet/13229346.html
16,November Birthstone Affinity Bead Bracelet,13229347,3SAFF0041,£119.00,£71.40,https://www.clogauoutlet.co.uk/november-birthstone-affinity-bead-bracelet/13229347.html
17,December Birthstone Affinity Bead Bracelet,13229348,3SAFF0042,£119.00,£71.40,https://www.clogauoutlet.co.uk/december-birthstone-affinity-bead-bracelet/13229348.html
18,Silver and Rose Gold Celtic Heart Pendant,13229349,3SAFP2,£119.00,£71.40,https://www.clogauoutlet.co.uk/silver-and-rose-gold-celtic-heart-pendant/13229349.html
19,Affinity Heart Barrel Pendant,13229350,3SAFP5,£119.00,£71.40,https://www.clogauoutlet.co.uk/affinity-heart-barrel-pendant/13229350.html
20,Affinity Heart Band Ring,13229351,3SAFR5,£79.00,£47.40,https://www.clogauoutlet.co.uk/affinity-heart-band-ring/13229351.html
21,Affinity Heart Ring,13229357,3SAFR6,£69.00,£41.40,https://www.clogauoutlet.co.uk/affinity-heart-ring/13229357.html
22,Magical Alice Club Pendant,13229363,3SALWCP,£139.00,£83.40,https://www.clogauoutlet.co.uk/magical-alice-club-pendant/13229363.html
23,Magical Alice Garnet Earrings,13229364,3SALWDE,£99.00,£59.40,https://www.clogauoutlet.co.uk/magical-alice-garnet-earrings/13229364.html
24,Magical Alice Heart Pendant,13229365,3SALWHP,£139.00,£83.40,https://www.clogauoutlet.co.uk/magical-alice-heart-pendant/13229365.html
25,Magical Alice Agate Earrings,13229366,3SALWSPE,£99.00,£59.40,https://www.clogauoutlet.co.uk/magical-alice-agate-earrings/13229366.html
26,Daffodil Affinity Bead Bracelet 16.5-17.5cm,13229367,3SBBR10S,£109.00,£65.40,https://www.clogauoutlet.co.uk/daffodil-affinity-bead-bracelet-16-5-17-5cm/13229367.html
27,Moon and Star Affinity Bead Bracelet 16.5-17.5cm,13229368,3SBBR17S,£99.00,£59.40,https://www.clogauoutlet.co.uk/moon-and-star-affinity-bead-bracelet-16-5-17-5cm/13229368.html
28,Garnet January Birthstone Earrings,13229369,3SBES01,£89.00,£53.40,https://www.clogauoutlet.co.uk/garnet-january-birthstone-earrings/13229369.html
29,Amethyst February Birthstone Earrings,13229370,3SBES02,£89.00,£53.40,https://www.clogauoutlet.co.uk/amethyst-february-birthstone-earrings/13229370.html
30,Zircon April Birthstone Earrings,13229371,3SBES04,£89.00,£53.40,https://www.clogauoutlet.co.uk/zircon-april-birthstone-earrings/13229371.html
31,Emerald May Birthstone Earrings,13229372,3SBES05,£89.00,£53.40,https://www.clogauoutlet.co.uk/emerald-may-birthstone-earrings/13229372.html
32,Moonstone June Birthstone Earrings,13229373,3SBES06,£89.00,£53.40,https://www.clogauoutlet.co.uk/moonstone-june-birthstone-earrings/13229373.html
33,Peridot August Birthstone Earrings,13229374,3SBES08,£89.00,£53.40,https://www.clogauoutlet.co.uk/peridot-august-birthstone-earrings/13229374.html
34,Agate September Birthstone Earrings,13229375,3SBES09,£89.00,£53.40,https://www.clogauoutlet.co.uk/agate-september-birthstone-earrings/13229375.html
35,Fire Opal October Birthstone Earrings,13229376,3SBES10,£89.00,£53.40,https://www.clogauoutlet.co.uk/fire-opal-october-birthstone-earrings/13229376.html
36,Citrine November Birthstone Earrings,13229377,3SBES11,£89.00,£53.40,https://www.clogauoutlet.co.uk/citrine-november-birthstone-earrings/13229377.html
37,Topaz December Birthstone Earrings,13229378,3SBES12,£89.00,£53.40,https://www.clogauoutlet.co.uk/topaz-december-birthstone-earrings/13229378.html
38,Aquamarine March Birthstone Earrings,13229379,3SBES3,£89.00,£53.40,https://www.clogauoutlet.co.uk/aquamarine-march-birthstone-earrings/13229379.html
39,Carnelian July Birthstone Earrings,13229380,3SBES7,£89.00,£53.40,https://www.clogauoutlet.co.uk/carnelian-july-birthstone-earrings/13229380.html
40,Cariad Engraved Bar Ring,13229381,3SCAWER,£119.00,£71.40,https://www.clogauoutlet.co.uk/cariad-engraved-bar-ring/13229381.html
41,Damselfly Bracelet,13229393,3SDFBR05,£89.00,£53.40,https://www.clogauoutlet.co.uk/damselfly-bracelet/13229393.html
42,Damselfly Stud Earrings,13229394,3SDFE05,£89.00,£53.40,https://www.clogauoutlet.co.uk/damselfly-stud-earrings/13229394.html
43,Damselfly Pendant,13229395,3SDFP05,£99.00,£59.40,https://www.clogauoutlet.co.uk/damselfly-pendant/13229395.html
44,Damselfly Ring,13229396,3SDFR05,£69.00,£41.40,https://www.clogauoutlet.co.uk/damselfly-ring/13229396.html
45,Silver and Rose gold Tree Of Life Vine Pendant,13229402,3SDHP,£129.00,£77.40,https://www.clogauoutlet.co.uk/silver-and-rose-gold-tree-of-life-vine-pendant/13229402.html
46,Tree of Life Engraved Heart Locket,13229403,3SFCHLP2,£149.00,£89.40,https://www.clogauoutlet.co.uk/tree-of-life-engraved-heart-locket/13229403.html
47,Forget me Not Bracelet,13229404,3SFMNBR2,£159.00,£95.40,https://www.clogauoutlet.co.uk/forget-me-not-bracelet/13229404.html
48,Forget Me Not Stud Earrings,13229405,3SFMNE2,£219.00,£131.40,https://www.clogauoutlet.co.uk/forget-me-not-stud-earrings/13229405.html
49,Forget Me Not Pendant,13229406,3SFMNP2,£179.00,£107.40,https://www.clogauoutlet.co.uk/forget-me-not-pendant/13229406.html
50,Forget Me Not Ring,13229407,3SFMNR2,£149.00,£89.40,https://www.clogauoutlet.co.uk/forget-me-not-ring/13229407.html
51,Honey bee Honeycomb Heart Ring,13229413,3SHNBHR,£119.00,£71.40,https://www.clogauoutlet.co.uk/honey-bee-honeycomb-heart-ring/13229413.html
52,Lady Snowdon White Topaz Ring,13229425,3SLDSNR,£89.00,£53.40,https://www.clogauoutlet.co.uk/lady-snowdon-white-topaz-ring/13229425.html
53,Fairy Milestones Bead Charm,13229437,3SLLC321,£69.00,£41.40,https://www.clogauoutlet.co.uk/fairy-milestones-bead-charm/13229437.html
54,Glyn Rhosyn Milestones Bead Charm,13229438,3SLLC322,£59.00,£35.40,https://www.clogauoutlet.co.uk/glyn-rhosyn-milestones-bead-charm/13229438.html
55,Daffodil Milestones Bead Charm,13229439,3SLLC323,£59.00,£35.40,https://www.clogauoutlet.co.uk/daffodil-milestones-bead-charm/13229439.html
56,Safety Chain Milestones Bead Charm,13229440,3SLLC324,£79.00,£47.40,https://www.clogauoutlet.co.uk/safety-chain-milestones-bead-charm/13229440.html
57,Welsh Dragon Milestones Bead Charm,13229441,3SLLC325,£89.00,£53.40,https://www.clogauoutlet.co.uk/welsh-dragon-milestones-bead-charm/13229441.html
58,Cwtch Milestones Bead Charm,13229442,3SLLC326,£59.00,£35.40,https://www.clogauoutlet.co.uk/cwtch-milestones-bead-charm/13229442.html
59,Cwtch Enamel Barrel Charm,13229443,3SLLC331,£59.00,£35.40,https://www.clogauoutlet.co.uk/cwtch-enamel-barrel-charm/13229443.html
60,Heartstrings Milestones Bead Charm,13229444,3SLLC335,£69.00,£41.40,https://www.clogauoutlet.co.uk/heartstrings-milestones-bead-charm/13229444.html
61,Tree of Life Milestones Bead Charm,13229445,3SLLC336,£69.00,£41.40,https://www.clogauoutlet.co.uk/tree-of-life-milestones-bead-charm/13229445.html
62,Cariad Milestones Bead Charm,13229446,3SLLC338,£69.00,£41.40,https://www.clogauoutlet.co.uk/cariad-milestones-bead-charm/13229446.html
63,Ivy leaf Milestones Bead Charm,13229447,3SLLC340,£69.00,£41.40,https://www.clogauoutlet.co.uk/ivy-leaf-milestones-bead-charm/13229447.html
64,Suitcase Milestones Bead Charm,13229448,3SLLC341,£99.00,£59.40,https://www.clogauoutlet.co.uk/suitcase-milestones-bead-charm/13229448.html
65,Horseshoe Milestones Bead Charm,13229449,3SLLC342,£69.00,£41.40,https://www.clogauoutlet.co.uk/horseshoe-milestones-bead-charm/13229449.html
66,Elephant Milestones Bead Charm,13229450,3SLLC344,£69.00,£41.40,https://www.clogauoutlet.co.uk/elephant-milestones-bead-charm/13229450.html
67,Eternal love Heart Milestones Bead Charm,13229451,3SLLC345,£69.00,£41.40,https://www.clogauoutlet.co.uk/eternal-love-heart-milestones-bead-charm/13229451.html
68,Teddy Bear Milestones Bead Charm,13229452,3SLLC350,£79.00,£47.40,https://www.clogauoutlet.co.uk/teddy-bear-milestones-bead-charm/13229452.html
69,Butterfly Milestones Bead Charm,13229453,3SLLC354,£69.00,£41.40,https://www.clogauoutlet.co.uk/butterfly-milestones-bead-charm/13229453.html
70,Man in the Moon Milestones Bead Charm,13229454,3SLLC356,£69.00,£41.40,https://www.clogauoutlet.co.uk/man-in-the-moon-milestones-bead-charm/13229454.html
71,Starfish Milestones Bead Charm,13229455,3SLLC359,£99.00,£59.40,https://www.clogauoutlet.co.uk/starfish-milestones-bead-charm/13229455.html
72,Queen Bee Milestones Bead Charm,13229456,3SLLC361,£59.00,£35.40,https://www.clogauoutlet.co.uk/queen-bee-milestones-bead-charm/13229456.html
73,Shell Milestones Bead Charm,13229457,3SLLC368,£79.00,£47.40,https://www.clogauoutlet.co.uk/shell-milestones-bead-charm/13229457.html
74,One Heart Milestones Bead Charm,13229458,3SLLC373,£69.00,£41.40,https://www.clogauoutlet.co.uk/one-heart-milestones-bead-charm/13229458.html
75,Cariad Bead Charm,13229459,3SLLC4,£99.00,£59.40,https://www.clogauoutlet.co.uk/cariad-bead-charm/13229459.html
76,Sister Heart Charm,13229460,3SLLC562,£89.00,£53.40,https://www.clogauoutlet.co.uk/sister-heart-charm/13229460.html
77,Daughter Heart Charm,13229461,3SLLC563,£89.00,£53.40,https://www.clogauoutlet.co.uk/daughter-heart-charm/13229461.html
78,Mum Heart Charm,13229462,3SLLC564,£89.00,£53.40,https://www.clogauoutlet.co.uk/mum-heart-charm/13229462.html
79,Nan Milestones Bead Charm,13229463,3SLLC582,£89.00,£53.40,https://www.clogauoutlet.co.uk/nan-milestones-bead-charm/13229463.html
80,Red Kite Milestones Bead Charm,13229464,3SLLC584,£69.00,£41.40,https://www.clogauoutlet.co.uk/red-kite-milestones-bead-charm/13229464.html
81,Tree of Life Bow White Topaz Milestones Bead Charm,13229465,3SLLC610,£89.00,£53.40,https://www.clogauoutlet.co.uk/tree-of-life-bow-white-topaz-milestones-bead-charm/13229465.html
82,Tree of Life Vine Heart Milestones Bead Charm,13229466,3SLLC611,£79.00,£47.40,https://www.clogauoutlet.co.uk/tree-of-life-vine-heart-milestones-bead-charm/13229466.html
83,Take My Heart Milestones Bead Charm,13229467,3SLLC612,£69.00,£41.40,https://www.clogauoutlet.co.uk/take-my-heart-milestones-bead-charm/13229467.html
84,Cariad Heart Milestones Bead Charm,13229468,3SLLC613,£69.00,£41.40,https://www.clogauoutlet.co.uk/cariad-heart-milestones-bead-charm/13229468.html
85,Always In My Heart Milestones Bead Charm,13229469,3SLLC614,£59.00,£35.40,https://www.clogauoutlet.co.uk/always-in-my-heart-milestones-bead-charm/13229469.html
86,Honey Bee Honeycomb Heart Milestones Bead Charm,13229470,3SLLC625,£99.00,£59.40,https://www.clogauoutlet.co.uk/honey-bee-honeycomb-heart-milestones-bead-charm/13229470.html
87,Enfys Bach Milestones Bead Charm,13229471,3SLLC626,£89.00,£53.40,https://www.clogauoutlet.co.uk/enfys-bach-milestones-bead-charm/13229471.html
88,Gold 10pt Engagement Ring,13229472,CENG10W,£650.00,£390.00,https://www.clogauoutlet.co.uk/gold-10pt-engagement-ring/13229472.html
89,Tree of Life® Signet Ring,13229484,3SNTLSR,£99.00,£59.40,https://www.clogauoutlet.co.uk/tree-of-life-signet-ring/13229484.html
90,Close to my Heart Open Ring,13229504,3SOHHR,£139.00,£83.40,https://www.clogauoutlet.co.uk/close-to-my-heart-open-ring/13229504.html
91,Tree of Life Bangle,13229517,XXSMB,£199.00,£119.40,https://www.clogauoutlet.co.uk/tree-of-life-bangle/13229517.html
92,Tree of Life® Earrings,13229518,XXSME,£199.00,£119.40,https://www.clogauoutlet.co.uk/tree-of-life-earrings/13229518.html
93,Tree of Life Pendant,13229519,XXSMP,£219.00,£131.40,https://www.clogauoutlet.co.uk/tree-of-life-pendant/13229519.html
94,Tree of Life® Unity Ring,13229520,XXSMR,£149.00,£89.40,https://www.clogauoutlet.co.uk/tree-of-life-unity-ring/13229520.html
95,Small Fairy Locket,13229526,XXSTFLP,£149.00,£89.40,https://www.clogauoutlet.co.uk/small-fairy-locket/13229526.html
96,Tree of Life® Onyx Ring,13229527,3STLVOR,£129.00,£77.40,https://www.clogauoutlet.co.uk/tree-of-life-onyx-ring/13229527.html
97,Tree of Life Black Leather Bracelet,13229545,3STOLBLBR,£139.00,£83.40,https://www.clogauoutlet.co.uk/tree-of-life-black-leather-bracelet/13229545.html
98,Tree of Life Insignia Black Leather Bracelet,13229546,3STOLBLBR1,£139.00,£83.40,https://www.clogauoutlet.co.uk/tree-of-life-insignia-black-leather-bracelet/13229546.html
99,Tree of Life Cream Double Cord Bracelet,13229547,3STOLCLBR,£139.00,£83.40,https://www.clogauoutlet.co.uk/tree-of-life-cream-double-cord-bracelet/13229547.html
100,Tree of Life Cream Double Leather Bracelet,13229548,3STOLCLBR1,£139.00,£83.40,https://www.clogauoutlet.co.uk/tree-of-life-cream-double-leather-bracelet/13229548.html
101,Tree of Life Grey Double Cord Bracelet,13229549,3STOLGRBR,£139.00,£83.40,https://www.clogauoutlet.co.uk/tree-of-life-grey-double-cord-bracelet/13229549.html
102,Tree of Life Grey Double Leather Bracelet,13229550,3STOLGRBR1,£139.00,£83.40,https://www.clogauoutlet.co.uk/tree-of-life-grey-double-leather-bracelet/13229550.html
103,Ivy Leaf Pendant,13229551,IL06,£470.00,£282.00,https://www.clogauoutlet.co.uk/ivy-leaf-pendant/13229551.html
104,Ivy Leaf Ring,13229552,IL07,£280.00,£168.00,https://www.clogauoutlet.co.uk/ivy-leaf-ring/13229552.html
105,Ivy Leaf Stud Earrings,13229558,IL08,£169.00,£101.40,https://www.clogauoutlet.co.uk/ivy-leaf-stud-earrings/13229558.html
106,Ivy Leaf Bracelet,13229559,IL09,£300.00,£180.00,https://www.clogauoutlet.co.uk/ivy-leaf-bracelet/13229559.html
107,Daffodil Stud Earrings,13229560,DE3,£250.00,£150.00,https://www.clogauoutlet.co.uk/daffodil-stud-earrings/13229560.html
108,Daffodil Pendant,13229561,DP2,£500.00,£300.00,https://www.clogauoutlet.co.uk/daffodil-pendant/13229561.html
109,White and Yellow Gold Daisy Earrings,13229562,DYDSE,£169.00,£101.40,https://www.clogauoutlet.co.uk/white-and-yellow-gold-daisy-earrings/13229562.html
110,Daisy Pendant,13229563,DYP2,£480.00,£288.00,https://www.clogauoutlet.co.uk/daisy-pendant/13229563.html
111,Daisy Ring,13229564,DYR2,£320.00,£192.00,https://www.clogauoutlet.co.uk/daisy-ring/13229564.html
112,9ct White Gold Diamond Ring,13229570,WCDSR,£350.00,£210.00,https://www.clogauoutlet.co.uk/9ct-white-gold-diamond-ring/13229570.html
113,Garnet January Birthstone Pendant,13229582,3SMBP01,£139.00,£83.40,https://www.clogauoutlet.co.uk/garnet-january-birthstone-pendant/13229582.html
114,Amethyst February Birthstone Pendant,13229583,3SMBP02,£139.00,£83.40,https://www.clogauoutlet.co.uk/amethyst-february-birthstone-pendant/13229583.html
115,Zircon April Birthstone Pendant,13229584,3SMBP04,£139.00,£83.40,https://www.clogauoutlet.co.uk/zircon-april-birthstone-pendant/13229584.html
116,Emerald May Birthstone Pendant,13229585,3SMBP05,£139.00,£83.40,https://www.clogauoutlet.co.uk/emerald-may-birthstone-pendant/13229585.html
117,Moonstone June Birthstone Pendant,13229586,3SMBP06,£139.00,£83.40,https://www.clogauoutlet.co.uk/moonstone-june-birthstone-pendant/13229586.html
118,Peridot August Birthstone Pendant,13229587,3SMBP08,£139.00,£83.40,https://www.clogauoutlet.co.uk/peridot-august-birthstone-pendant/13229587.html
119,Agate September Birthstone Pendant,13229588,3SMBP09,£139.00,£83.40,https://www.clogauoutlet.co.uk/agate-september-birthstone-pendant/13229588.html
120,Fire Opal October Birthstone Pendant,13229589,3SMBP10,£139.00,£83.40,https://www.clogauoutlet.co.uk/fire-opal-october-birthstone-pendant/13229589.html
121,Citrine November Birthstone Pendant,13229590,3SMBP11,£139.00,£83.40,https://www.clogauoutlet.co.uk/citrine-november-birthstone-pendant/13229590.html
122,Topaz December Birthstone Pendant,13229591,3SMBP12,£139.00,£83.40,https://www.clogauoutlet.co.uk/topaz-december-birthstone-pendant/13229591.html
123,Aquamarine March Birthstone Pendant,13229592,3SMBP3,£139.00,£83.40,https://www.clogauoutlet.co.uk/aquamarine-march-birthstone-pendant/13229592.html
124,Carnelian July Birthstone Pendant,13229593,3SMBP7,£139.00,£83.40,https://www.clogauoutlet.co.uk/carnelian-july-birthstone-pendant/13229593.html
125,January Birthstone Milestones Bead Charm,13229594,3SMIL0019,£99.00,£59.40,https://www.clogauoutlet.co.uk/january-birthstone-milestones-bead-charm/13229594.html
126,February Birthstone Milestones Bead Charm,13229595,3SMIL0020,£99.00,£59.40,https://www.clogauoutlet.co.uk/february-birthstone-milestones-bead-charm/13229595.html
127,March Birthstone Milestones Bead Charm,13229596,3SMIL0021,£99.00,£59.40,https://www.clogauoutlet.co.uk/march-birthstone-milestones-bead-charm/13229596.html
128,April Birthstone Milestones Bead Charm,13229597,3SMIL0022,£99.00,£59.40,https://www.clogauoutlet.co.uk/april-birthstone-milestones-bead-charm/13229597.html
129,May Birthstone Milestones Bead Charm,13229598,3SMIL0023,£99.00,£59.40,https://www.clogauoutlet.co.uk/may-birthstone-milestones-bead-charm/13229598.html
130,June Birthstone Milestones Bead Charm,13229599,3SMIL0024,£99.00,£59.40,https://www.clogauoutlet.co.uk/june-birthstone-milestones-bead-charm/13229599.html
131,July Birthstone Milestones Bead Charm,13229600,3SMIL0025,£99.00,£59.40,https://www.clogauoutlet.co.uk/july-birthstone-milestones-bead-charm/13229600.html
132,August Birthstone Milestones Bead Charm,13229601,3SMIL0026,£99.00,£59.40,https://www.clogauoutlet.co.uk/august-birthstone-milestones-bead-charm/13229601.html
133,September Birthstone Milestones Bead Charm,13229602,3SMIL0027,£99.00,£59.40,https://www.clogauoutlet.co.uk/september-birthstone-milestones-bead-charm/13229602.html
134,October Birthstone Milestones Bead Charm,13229603,3SMIL0028,£99.00,£59.40,https://www.clogauoutlet.co.uk/october-birthstone-milestones-bead-charm/13229603.html
135,November Birthstone Milestones Bead Charm,13229604,3SMIL0029,£99.00,£59.40,https://www.clogauoutlet.co.uk/november-birthstone-milestones-bead-charm/13229604.html
136,December Birthstone Milestones Bead Charm,13229605,3SMIL0030,£99.00,£59.40,https://www.clogauoutlet.co.uk/december-birthstone-milestones-bead-charm/13229605.html
137,Take My Heart Banglet,13229606,3SNHBG2,£179.00,£107.40,https://www.clogauoutlet.co.uk/take-my-heart-banglet/13229606.html
138,Always In My Heart Bracelet,13229607,3SNHBR4,£109.00,£65.40,https://www.clogauoutlet.co.uk/always-in-my-heart-bracelet/13229607.html
139,Take My Heart Earrings,13229608,3SNHE2,£119.00,£71.40,https://www.clogauoutlet.co.uk/take-my-heart-earrings/13229608.html
140,Always In My Heart Earrings,13229609,3SNHE4,£159.00,£95.40,https://www.clogauoutlet.co.uk/always-in-my-heart-earrings/13229609.html
141,Take My Heart Pendant (Cariad),13229610,3SNHP2,£239.00,£143.40,https://www.clogauoutlet.co.uk/take-my-heart-pendant-(cariad)/13229610.html
142,Always In My Heart Pendant,13229611,3SNHP4,£300.00,£180.00,https://www.clogauoutlet.co.uk/always-in-my-heart-pendant/13229611.html
143,Take My Heart Wide Band Ring,13229612,3SNHR2,£99.00,£59.40,https://www.clogauoutlet.co.uk/take-my-heart-wide-band-ring/13229612.html
144,Always In My Heart Ring,13229624,3SNHR4,£79.00,£47.40,https://www.clogauoutlet.co.uk/always-in-my-heart-ring/13229624.html
145,Always In My Heart Stacking Ring,13229636,3SNHSR4,£69.00,£41.40,https://www.clogauoutlet.co.uk/always-in-my-heart-stacking-ring/13229636.html
146,Honey Bee Honeycomb Heart Affinity Bead Bracelet 16.5-17.5cm,13229648,3SBB107S,£99.00,£59.40,https://www.clogauoutlet.co.uk/honey-bee-honeycomb-heart-affinity-bead-bracelet-16-5-17-5cm/13229648.html
147,Tree of Life Vine Heart Affinity Bead Bracelet 16.5-17.5cm,13229649,3SBB131S,£119.00,£71.40,https://www.clogauoutlet.co.uk/tree-of-life-vine-heart-affinity-bead-bracelet-16-5-17-5cm/13229649.html
148,Tree of Life Insignia Affinity Bead Bracelet 16.5cm-17.5cm,13229652,3SBB42S,£99.00,£59.40,https://www.clogauoutlet.co.uk/tree-of-life-insignia-affinity-bead-bracelet-16-5cm-17-5cm/13229652.html
149,Tree of Life Bow Affinity Bead Bracelet 16.5-17.5cm,13229653,3SBB43S,£99.00,£59.40,https://www.clogauoutlet.co.uk/tree-of-life-bow-affinity-bead-bracelet-16-5-17-5cm/13229653.html
150,Triple Heart Affinity Bead Bracelet 16.5-17.5cm,13229655,3SBB45S,£149.00,£89.40,https://www.clogauoutlet.co.uk/triple-heart-affinity-bead-bracelet-16-5-17-5cm/13229655.html
151,Always In My Heart Affinity Bead Bracelet 16.5-17.5cm,13229656,3SBB46S,£89.00,£53.40,https://www.clogauoutlet.co.uk/always-in-my-heart-affinity-bead-bracelet-16-5-17-5cm/13229656.html
152,Lock and Key Affinity Bead Bracelet 16.5-17.5cm,13229658,3SBB49S,£139.00,£83.40,https://www.clogauoutlet.co.uk/lock-and-key-affinity-bead-bracelet-16-5-17-5cm/13229658.html
153,Honey Bee Stud Earrings,13229659,3SQNBE,£89.00,£53.40,https://www.clogauoutlet.co.uk/honey-bee-stud-earrings/13229659.html
154,Honey Bee Pendant,13229660,3SQNBP,£119.00,£71.40,https://www.clogauoutlet.co.uk/honey-bee-pendant/13229660.html
155,Honey Bee Ring,13229661,3SQNBR,£79.00,£47.40,https://www.clogauoutlet.co.uk/honey-bee-ring/13229661.html
156,Red Kite Banglet,13229667,3SRKNBG,£129.00,£77.40,https://www.clogauoutlet.co.uk/red-kite-banglet/13229667.html
157,Red Kite Necklace,13229668,3SRKP04,£109.00,£65.40,https://www.clogauoutlet.co.uk/red-kite-necklace/13229668.html
158,Ripples Stud Earrings,13229669,3SRPE01,£139.00,£83.40,https://www.clogauoutlet.co.uk/ripples-stud-earrings/13229669.html
159,Tree of Life® Vine Heart Ring,13229670,3SSDHR,£139.00,£83.40,https://www.clogauoutlet.co.uk/tree-of-life-vine-heart-ring/13229670.html
160,Tree of Life® Vine Heart Stud Earrings,13229682,3SSDHSE,£109.00,£65.40,https://www.clogauoutlet.co.uk/tree-of-life-vine-heart-stud-earrings/13229682.html
161,Tree of Life Fairy Bracelet,13229683,3STFLBR2,£119.00,£71.40,https://www.clogauoutlet.co.uk/tree-of-life-fairy-bracelet/13229683.html
162,Fairy Earrings,13229684,3STFLE,£129.00,£77.40,https://www.clogauoutlet.co.uk/fairy-earrings/13229684.html
163,Tree of Life® Insignia Capstone Ring,13229685,3STLICR,£159.00,£95.40,https://www.clogauoutlet.co.uk/tree-of-life-insignia-capstone-ring/13229685.html
164,Through These Eyes Bangle,13229697,STB001,£270.00,£162.00,https://www.clogauoutlet.co.uk/through-these-eyes-bangle/13229697.html
165,Through These Eyes Earrings,13229698,STE001,£169.00,£101.40,https://www.clogauoutlet.co.uk/through-these-eyes-earrings/13229698.html
